9.999999999999999547e-07 5.110981894099207778e+00
1.015880489938017774e-06 5.189423365978822034e+00
1.032013169836706817e-06 5.269068728742444030e+00
1.048402044596200439e-06 5.349936459264950095e+00
1.065051182716407468e-06 5.432045317997484801e+00
1.081964717307009414e-06 5.515414353319727958e+00
1.099146847113493511e-06 5.600062905958866466e+00
1.116601837559483075e-06 5.686010613476478071e+00
1.134334021805618484e-06 5.773277414824210751e+00
1.152347801825253860e-06 5.861883554969408827e+00
1.170647649497236516e-06 5.951849589591755141e+00
1.189238107716041462e-06 6.043196389851930306e+00
1.208123791519533305e-06 6.135945147233528907e+00
1.227309389234639088e-06 6.230117378459248734e+00
1.246799663641214333e-06 6.325734930482536100e+00
1.266599453154392401e-06 6.422819985555850764e+00
1.286713673025709616e-06 6.521395066376714844e+00
1.307147316563304074e-06 6.621483041312732354e+00
1.327905456371494375e-06 6.723107129706812124e+00
1.348993245610040835e-06 6.826290907263800278e+00
1.370415919273404955e-06 6.931058311519802118e+00
1.392178795490325389e-06 7.037433647395426206e+00
1.414287276844031022e-06 7.145441592834276712e+00
1.436746851713419174e-06 7.255107204527961429e+00
1.459563095635532664e-06 7.366455923728985056e+00
1.482741672689674745e-06 7.479513582152848450e+00
1.506288336903502645e-06 7.594306407970719874e+00
1.530208933681452071e-06 7.710861031894112649e+00
1.554509401255845255e-06 7.829204493352910355e+00
1.579195772161042531e-06 7.949364246768221065e+00
1.604274174731006115e-06 8.071368167921528780e+00
1.629750834620643487e-06 8.195244560421572899e+00
1.655632076351312602e-06 8.321022162270457656e+00
1.681924324880868821e-06 8.448730152530597337e+00
1.708634107198646792e-06 8.578398158093939685e+00
1.735768053945768629e-06 8.710056260555059993e+00
1.763332901061187056e-06 8.843735003189813426e+00
1.791335491453864818e-06 8.979465398041028834e+00
1.819782776701511752e-06 9.117278933112951123e+00
1.848681818776297952e-06 9.257207579676157039e+00
1.878039791797971194e-06 9.399283799684546636e+00
1.907863983814815925e-06 9.543540553306140595e+00
1.938161798612893185e-06 9.690011306569497052e+00
1.968940757554015710e-06 9.838730039127520755e+00
2.000208501442905221e-06 9.989731252140297002e+00
2.031972792424006661e-06 1.014304997627906957e+01
2.064241515908421664e-06 1.029872177985294002e+01
2.097022682531444043e-06 1.045678277706034542e+01
2.130324430141179279e-06 1.061726963636716548e+01
2.164155025818749435e-06 1.078021958901343247e+01
2.198522867930574794e-06 1.094567043765054848e+01
2.233436488213248048e-06 1.111366056511114309e+01
2.268904553891519852e-06 1.128422894331341908e+01
2.304935869829916676e-06 1.145741514230230074e+01
2.341539380718526683e-06 1.163325933942920365e+01
2.378724173293499568e-06 1.181180232867274071e+01
2.416499478592806257e-06 1.199308553010255984e+01
2.454874674247824290e-06 1.217715099948828872e+01
2.493859286811311314e-06 1.236404143805606815e+01
2.533462994122350717e-06 1.255380020239475414e+01
2.573695627708850470e-06 1.274647131451419568e+01
2.614567175228201226e-06 1.294209947205788680e+01
2.656087782946684055e-06 1.314073005867230570e+01
2.698267758258260558e-06 1.334240915453547238e+01
2.741117572243358181e-06 1.354718354704704097e+01
2.784647862268292356e-06 1.375510074168248664e+01
2.828869434625966676e-06 1.396620897301385966e+01
2.873793267218510094e-06 1.418055721589969309e+01
2.919430512282516499e-06 1.439819519684666105e+01
2.965792499157566812e-06 1.461917340554560241e+01
3.012890737098680769e-06 1.484354310658448384e+01
3.060736918133529305e-06 1.507135635134150675e+01
3.109342919964861976e-06 1.530266599006007944e+01
3.158720808919216695e-06 1.553752568410995138e+01
3.208882842942259049e-06 1.577598991843562182e+01
3.259841474641887919e-06 1.601811401419674752e+01
3.311609354379464439e-06 1.626395414160152342e+01
3.364199333410339531e-06 1.651356733293817314e+01
3.417624467074041298e-06 1.676701149580522099e+01
3.471898018035340720e-06 1.702434542654600591e+01
3.527033459576567491e-06 1.728562882388827759e+01
3.583044478942432177e-06 1.755092230279418075e+01
3.639944980737739632e-06 1.782028740852175019e+01
